order_id,order_date,region,city,channel,customer_segment,product_id,quantity,unit_price,discount_pct,delivery_days,rating,returned,payment_method
ORD-0032,2025-04-29,North,Islamabad,Retail Store,Consumer,P004,2,39300.38,0.0,0,3.4,No,Card
ORD-0033,2025-09-02,South,Hyderabad,Online,Consumer,P011,2,21484.82,0.0,3,3.6,No,Cash
ORD-0034,2025-03-07,West,Quetta,Corporate,SME,P009,1,18658.45,0.0,5,3.9,No,Card
ORD-0035,2025-07-14,South,Hyderabad,Online,Consumer,P001,3,4130.5,0.0,2,4.4,Yes,Card
ORD-0036,2025-05-03,South,Karachi,Retail Store,Consumer,P009,2,18131.25,0.05,1,4.2,No,Cash
ORD-0037,2025-10-24,South,Hyderabad,Retail Store,Enterprise,P003,7,6042.27,0.1,1,4.3,No,Cash
ORD-0038,2025-10-17,Central,Faisalabad,Retail Store,SME,P001,3,4288.09,0.1,0,5,No,Bank Transfer
ORD-0039,2025-03-20,North,Rawalpindi,Retail Store,Enterprise,P010,5,27393.7,0.1,0,4.0,No,Card
ORD-0040,2025-10-19,Central,Faisalabad,Online,Consumer,P003,2,6145.99,0.0,4,4.1,No,Bank Transfer
ORD-0041,2025-05-04,Central,Faisalabad,Retail Store,Consumer,P005,2,58318.09,0.0,0,5,No,Cash
ORD-0042,2025-08-31,North,Rawalpindi,Online,SME,P003,4,6128.06,0.0,3,3.7,No,Digital Wallet
ORD-0043,2025-09-05,South,Hyderabad,Corporate,Enterprise,P003,4,6126.44,0.1,2,4.4,No,Card
ORD-0044,2025-09-09,South,Karachi,Retail Store,Consumer,P004,1,40603.23,0.0,0,4.4,No,Bank Transfer
ORD-0045,2025-10-16,West,Quetta,Corporate,Consumer,P010,1,27954.89,0.0,5,4.6,No,Bank Transfer
ORD-0046,2025-02-20,West,Quetta,Retail Store,Consumer,P001,2,4213.1,0.0,0,4.0,No,Bank Transfer
ORD-0047,2025-12-28,South,Hyderabad,Online,Consumer,P003,5,6056.7,0.05,2,4.6,No,Cash
ORD-0048,2025-05-28,North,Rawalpindi,Retail Store,SME,P012,4,35581.17,0.0,0,4.2,Yes,Card
ORD-0049,2025-10-28,West,Peshawar,Retail Store,SME,P002,4,8337.56,0.05,1,3.4,No,Digital Wallet
ORD-0050,2025-06-14,Central,Lahore,Online,SME,P003,4,6183.2,0.0,2,5,No,Bank Transfer
ORD-0051,2025-10-05,North,Islamabad,Online,Consumer,P009,2,18788.59,0.0,1,3.8,No,Cash
ORD-0052,2025-11-08,Central,Lahore,Online,Consumer,P004,1,40666.65,0.1,5,4.9,No,Cash
ORD-0053,2025-09-05,West,Quetta,Retail Store,Consumer,P002,1,8385.89,0.1,0,3.6,No,Card
ORD-0054,2025-10-24,West,Peshawar,Corporate,Consumer,P005,2,58682.23,0.05,7,3.2,No,Cash
ORD-0055,2025-07-30,South,Hyderabad,Retail Store,SME,P004,2,39488.93,0.0,1,4.4,No,Card
ORD-0056,2025-02-21,North,Rawalpindi,Online,Consumer,P011,1,21460.64,0.15,2,5,No,Digital Wallet
ORD-0057,2025-07-14,West,Peshawar,Corporate,Consumer,P001,2,4262.19,0.05,6,4.5,No,Bank Transfer
ORD-0058,2025-01-24,South,Karachi,Online,Consumer,P002,2,8331.69,0.0,3,3.6,No,Digital Wallet
ORD-0059,2025-05-11,North,Islamabad,Corporate,Consumer,P003,1,6178.32,0.0,2,3.8,No,Card
ORD-0060,2025-07-16,Central,Lahore,Online,SME,P007,3,240886.46,0.1,3,4.3,No,Cash
ORD-0061,2025-09-12,Central,Faisalabad,Corporate,Consumer,P010,1,27725.42,0.05,2,3.3,No,Digital Wallet
ORD-0062,2025-11-27,South,Hyderabad,Online,Consumer,P001,4,4262.37,0.05,1,3.8,No,Digital Wallet
ORD-0063,2025-09-04,West,Peshawar,Retail Store,Consumer,P001,2,4264.05,0.0,1,4.0,No,Digital Wallet
ORD-0064,2025-01-08,South,Karachi,Retail Store,SME,P009,4,18857.88,0.15,0,2.5,No,Bank Transfer
ORD-0065,2025-06-17,West,Quetta,Retail Store,SME,P005,3,59023.83,0.0,0,4.8,No,Card
ORD-0066,2025-08-21,North,Rawalpindi,Retail Store,SME,P011,4,21649.19,0.1,0,4.1,Yes,Bank Transfer
ORD-0067,2025-07-05,South,Hyderabad,Retail Store,Enterprise,P003,6,6084.61,0.0,0,4.6,No,Digital Wallet
ORD-0068,2025-03-06,Central,Lahore,Online,SME,P002,2,8412.57,0.0,3,4.3,No,Card
ORD-0069,2025-03-31,South,Karachi,Online,Consumer,P010,2,26701.04,0.0,2,4.7,No,Card
ORD-0070,2025-10-31,South,Karachi,Corporate,Consumer,P010,2,27430.77,0.15,3,4.9,No,Cash
ORD-0071,2025-02-07,West,Peshawar,Retail Store,Consumer,P003,4,6384.0,0.05,0,4.5,No,Bank Transfer
ORD-0072,2025-12-02,Central,Lahore,Online,Enterprise,P004,6,39259.99,0.1,3,4.7,No,Cash
ORD-0073,2025-02-13,South,Karachi,Retail Store,Consumer,P001,3,4242.84,0.0,1,4.9,No,Card
ORD-0074,2025-02-23,North,Islamabad,Online,Consumer,P011,3,21003.2,0.0,3,4.4,No,Cash
ORD-0075,2025-10-13,South,Hyderabad,Online,Consumer,P010,2,27254.19,0.0,3,4.8,No,Cash
ORD-0076,2025-09-29,South,Hyderabad,Retail Store,Consumer,P003,2,6342.6,0.0,1,5,No,Card
ORD-0077,2025-11-07,North,Rawalpindi,Online,Consumer,P003,4,6266.3,0.05,3,4.7,No,Card
ORD-0078,2025-03-12,Central,Faisalabad,Online,Consumer,P009,1,18088.4,0.05,3,5,No,Card
ORD-0079,2025-08-12,South,Karachi,Corporate,SME,P006,4,165878.31,0.0,3,4.2,No,Bank Transfer
ORD-0080,2025-08-12,Central,Lahore,Online,Consumer,P001,3,4129.84,0.1,5,4.5,No,Card
ORD-0081,2025-11-27,Central,Lahore,Online,Consumer,P002,1,8335.34,0.1,3,3.2,No,Digital Wallet
ORD-0082,2025-11-16,South,Hyderabad,Online,Consumer,P004,2,40202.3,0.05,3,4.6,Yes,Bank Transfer
ORD-0083,2025-02-16,Central,Faisalabad,Retail Store,SME,P010,1,27417.06,0.1,1,4.6,No,Digital Wallet
ORD-0084,2025-06-25,West,Quetta,Retail Store,Consumer,P002,4,8512.27,0.05,0,5,No,Card
ORD-0085,2025-11-03,South,Hyderabad,Online,Consumer,P009,2,18224.72,0.1,1,4.0,No,Cash
ORD-0086,2025-12-02,Central,Faisalabad,Online,SME,P001,5,4278.92,0.05,3,3.3,No,Cash
ORD-0087,2025-07-05,South,Karachi,Online,SME,P002,2,8284.35,0.1,4,4.9,No,Digital Wallet
ORD-0088,2025-11-13,South,Hyderabad,Online,Consumer,P009,1,18745.51,0.0,1,2.6,No,Cash
ORD-0089,2025-05-03,South,Hyderabad,Corporate,Consumer,P009,2,18457.46,0.0,1,4.8,No,Digital Wallet
ORD-0090,2025-05-09,South,Hyderabad,Corporate,SME,P001,3,4095.14,0.0,1,4.5,No,Card
ORD-0091,2025-06-28,West,Peshawar,Online,Consumer,P002,3,8359.51,0.0,7,4.4,No,Card
ORD-0092,2025-08-30,Central,Lahore,Retail Store,Consumer,P008,1,128190.51,0.0,0,3.3,No,Card
ORD-0093,2025-01-25,South,Hyderabad,Online,Enterprise,P005,6,56802.69,0.1,1,4.3,No,Bank Transfer
ORD-0094,2025-12-07,Central,Faisalabad,Online,Consumer,P005,1,58115.49,0.05,4,4.7,Yes,Cash
ORD-0095,2025-11-18,South,Hyderabad,Online,Consumer,P003,5,6378.86,0.1,2,4.9,No,Card
ORD-0096,2025-01-22,South,Hyderabad,Retail Store,Enterprise,P006,4,163329.14,0.1,0,5,No,Cash
ORD-0097,2025-03-05,Central,Faisalabad,Corporate,SME,P011,4,22111.1,0.05,1,4.3,No,Digital Wallet
ORD-0098,2025-11-05,West,Quetta,Retail Store,Consumer,P001,4,4186.37,0.1,0,4.1,No,Card
ORD-0099,2025-01-30,South,Hyderabad,Online,SME,P009,1,18103.49,0.05,2,4.3,No,Cash
ORD-0100,2025-10-18,South,Karachi,Retail Store,Enterprise,P003,2,6210.96,0.05,1,4.1,No,Digital Wallet
ORD-0101,2025-09-23,North,Islamabad,Online,Consumer,P004,2,39959.73,0.15,3,4.6,No,Card
ORD-0102,2025-12-16,West,Peshawar,Retail Store,SME,P006,4,171944.62,0.1,1,3.5,No,Card
ORD-0103,2025-09-10,South,Hyderabad,Retail Store,Enterprise,P001,2,4151.94,0.15,1,3.4,No,Bank Transfer
ORD-0104,2025-03-06,West,Quetta,Online,SME,P003,2,6174.93,0.1,6,4.1,No,Card
ORD-0105,2025-06-27,West,Peshawar,Corporate,Consumer,P008,2,129031.35,0.0,4,4.1,No,Digital Wallet
ORD-0106,2025-11-06,South,Karachi,Corporate,Consumer,P001,2,4267.27,0.0,1,4.3,No,Digital Wallet
ORD-0107,2025-12-17,North,Rawalpindi,Online,Consumer,P004,2,39415.73,0.05,4,3.8,No,Card
ORD-0108,2025-09-21,North,Rawalpindi,Online,Consumer,P004,1,38544.44,0.0,2,4.8,No,Digital Wallet
ORD-0109,2025-10-23,Central,Lahore,Retail Store,Consumer,P005,2,59830.56,0.05,0,5,No,Card
ORD-0110,2025-09-11,Central,Faisalabad,Online,Consumer,P001,3,4257.33,0.1,3,3.8,No,Card
ORD-0111,2025-09-16,North,Rawalpindi,Corporate,SME,P008,2,135762.66,0.0,4,4.4,No,Cash
ORD-0112,2025-09-14,South,Karachi,Online,Consumer,P005,2,57267.78,0.1,1,5,No,Bank Transfer
ORD-0113,2025-10-31,South,Hyderabad,Retail Store,Consumer,P010,2,27221.55,0.0,0,5,No,Cash
ORD-0114,2025-01-14,Central,Faisalabad,Corporate,SME,P010,2,27865.31,0.05,4,5,No,Digital Wallet
ORD-0115,2025-01-17,North,Islamabad,Online,Consumer,P004,2,39951.49,0.0,3,2.8,No,Cash
ORD-0116,2025-04-17,North,Rawalpindi,Retail Store,Consumer,P002,3,8589.69,0.1,1,3.6,No,Card
ORD-0117,2025-04-26,West,Peshawar,Corporate,SME,P009,4,18296.92,0.0,4,5,No,Card
ORD-0118,2025-07-22,Central,Lahore,Online,Consumer,P009,2,18970.65,0.05,2,4.2,No,Card
ORD-0119,2025-02-25,Central,Lahore,Online,SME,P006,2,163489.11,0.0,2,4.2,No,Card
ORD-0120,2025-07-28,Central,Faisalabad,Retail Store,Consumer,P012,3,36819.52,0.1,0,4.0,No,Card
ORD-0121,2025-01-20,West,Quetta,Online,Enterprise,P012,4,37130.63,0.05,5,2.8,No,Card
ORD-0122,2025-06-21,South,Hyderabad,Corporate,Consumer,P005,2,57421.77,0.0,3,4.9,No,Card
ORD-0123,2025-10-18,Central,Lahore,Online,Enterprise,P011,5,20966.89,0.1,3,4.6,No,Card
ORD-0124,2025-05-17,West,Peshawar,Retail Store,SME,P003,3,6037.11,0.0,0,4.8,No,Digital Wallet
ORD-0125,2025-11-24,West,Peshawar,Online,Consumer,P012,2,36401.4,0.15,7,3.4,No,Digital Wallet
ORD-0126,2025-12-15,Central,Lahore,Retail Store,Consumer,P003,1,6322.3,0.15,1,2.9,No,Card
ORD-0127,2025-04-16,Central,Faisalabad,Online,Consumer,P010,2,26892.71,0.0,2,3.9,No,Card
ORD-0128,2025-01-02,Central,Lahore,Online,Consumer,P001,1,4322.51,0.05,3,4.6,No,Cash
ORD-0129,2025-07-11,West,Peshawar,Online,Enterprise,P003,2,6257.11,0.05,6,,No,Cash
ORD-0130,2025-01-12,West,Peshawar,Retail Store,Consumer,P006,1,165454.92,0.0,0,4.7,No,Card
ORD-0131,2025-01-09,South,Karachi,Online,Consumer,P007,1,244201.64,0.0,4,3.5,No,Cash
ORD-0132,2025-04-30,Central,Faisalabad,Retail Store,SME,P010,2,27172.91,0.0,1,4.6,No,Bank Transfer
ORD-0133,2025-10-30,Central,Lahore,Retail Store,Consumer,P005,2,60049.97,0.05,1,4.0,No,Bank Transfer
ORD-0134,2025-04-26,South,Karachi,Corporate,Enterprise,P006,5,168577.45,0.0,3,4.3,No,Digital Wallet
ORD-0135,2025-04-08,South,Hyderabad,Retail Store,SME,P011,2,21473.42,0.1,0,4.7,No,Digital Wallet
ORD-0136,2025-03-02,Central,Faisalabad,Corporate,SME,P009,4,18960.79,0.05,3,3.6,No,Card
ORD-0137,2025-09-12,North,Rawalpindi,Retail Store,Consumer,P002,4,8268.31,0.1,1,4.6,No,Bank Transfer
ORD-0138,2025-06-18,South,Karachi,Retail Store,SME,P009,3,18792.33,0.05,1,4.7,No,Bank Transfer
ORD-0139,2025-03-28,South,Hyderabad,Online,Enterprise,P012,2,37242.56,0.0,2,4.1,Yes,Card
ORD-0140,2025-03-19,South,Hyderabad,Online,SME,P009,4,18676.81,0.0,1,4.1,Yes,Cash
ORD-0141,2025-09-15,Central,Faisalabad,Corporate,Enterprise,P001,2,4134.72,0.1,3,4.9,No,Card
ORD-0142,2025-05-05,West,Quetta,Online,SME,P001,1,4176.13,0.0,3,4.4,No,Card
ORD-0143,2025-06-19,North,Islamabad,Corporate,Enterprise,P002,8,8383.26,0.15,3,3.8,No,Cash
ORD-0144,2025-01-09,West,Quetta,Retail Store,SME,P004,1,39024.29,0.05,1,4.6,No,Card
ORD-0145,2025-12-19,Central,Faisalabad,Online,Consumer,P011,5,22104.91,0.0,2,4.4,No,Bank Transfer
ORD-0146,2025-10-27,Central,Lahore,Corporate,Consumer,P002,1,8381.67,0.0,2,4.3,No,Bank Transfer
ORD-0147,2025-08-16,South,Hyderabad,Online,,P004,2,38559.8,0.0,1,3.4,No,Digital Wallet
ORD-0148,2025-02-13,Central,Lahore,Retail Store,Consumer,P004,1,38952.34,0.0,0,4.0,No,Bank Transfer
ORD-0149,2025-02-09,North,Islamabad,Retail Store,Consumer,P008,2,128887.22,0.0,0,3.8,No,Card
ORD-0150,2025-11-30,West,Quetta,Online,SME,P009,5,18293.74,0.15,6,3.7,No,Bank Transfer
ORD-0151,2025-07-21,North,Islamabad,Retail Store,Consumer,P009,1,19002.84,0.05,1,5,No,Cash
ORD-0152,2025-07-29,Central,Lahore,Retail Store,Consumer,P009,2,18820.88,0.0,1,3.6,No,Digital Wallet
ORD-0153,2025-07-04,Central,Lahore,Online,Consumer,P009,1,18663.17,0.0,3,5,No,Cash
ORD-0154,2025-01-06,South,Karachi,Retail Store,Consumer,P007,1,247193.18,0.0,1,4.1,No,Bank Transfer
ORD-0155,2025-02-23,South,Karachi,Online,Enterprise,P002,4,8477.22,0.05,1,4.3,No,Cash
ORD-0156,2025-12-30,South,Hyderabad,Retail Store,SME,P002,2,8526.47,0.0,0,4.3,No,Cash
ORD-0157,2025-11-11,West,Peshawar,Retail Store,Consumer,P009,1,18253.96,0.05,1,4.9,No,Digital Wallet
ORD-0158,2025-08-23,South,Hyderabad,Retail Store,SME,P007,4,249294.63,0.0,0,3.4,No,Card
ORD-0159,2025-03-10,South,Karachi,Online,Consumer,P009,2,18409.25,0.0,1,3.9,No,Cash
ORD-0160,2025-10-12,South,Hyderabad,Online,Consumer,P004,1,40366.29,0.15,3,3.8,No,Bank Transfer
ORD-0161,2025-09-09,North,Rawalpindi,Retail Store,Consumer,P001,3,4082.24,0.0,0,4.3,No,Bank Transfer
ORD-0162,2025-10-09,North,Islamabad,Online,Consumer,P012,4,36601.51,0.15,5,4.8,No,Card
ORD-0163,2025-06-28,Central,Lahore,Online,Enterprise,P010,3,27021.3,0.1,2,3.1,No,Bank Transfer
ORD-0164,2025-04-16,Central,Faisalabad,Retail Store,SME,P002,3,8537.1,0.15,1,5,No,Digital Wallet
ORD-0165,2025-05-22,Central,Lahore,Retail Store,Consumer,P002,2,8633.35,0.05,0,4.2,No,Bank Transfer
ORD-0166,2025-02-08,Central,Lahore,Online,SME,P009,3,18449.71,0.05,1,3.6,No,Card
ORD-0167,2025-12-24,South,Karachi,Corporate,Consumer,P012,5,35993.1,0.1,1,3.9,No,Card
ORD-0168,2025-02-20,Central,Faisalabad,Online,Enterprise,P002,5,8750.84,0.05,6,3.9,No,Card
ORD-0169,2025-02-17,Central,Faisalabad,Online,,P008,1,131179.03,0.0,3,3.8,No,Cash
ORD-0170,2025-03-09,Central,Faisalabad,Online,SME,P010,4,27820.15,0.05,3,4.5,No,Card
ORD-0171,2025-07-15,Central,Lahore,Retail Store,SME,P001,2,4184.91,0.05,1,4.2,No,Bank Transfer
ORD-0172,2025-03-13,Central,Faisalabad,Online,Consumer,P010,1,27132.0,0.0,1,3.4,No,Cash
ORD-0173,2025-12-04,Central,Lahore,Retail Store,Consumer,P009,2,18662.25,0.1,0,4.0,No,Card
ORD-0174,2025-09-28,West,Quetta,Corporate,Enterprise,P001,6,4166.08,0.1,5,2.5,No,Card
ORD-0175,2025-01-21,West,Peshawar,Retail Store,SME,P005,4,58231.75,0.0,1,3.4,No,Card
ORD-0176,2025-03-21,North,Rawalpindi,Retail Store,SME,P008,1,130496.54,0.05,0,4.0,No,Card
ORD-0177,2025-11-08,South,Karachi,Online,SME,P009,2,18496.02,0.0,2,3.8,No,Cash
ORD-0178,2025-03-02,Central,Lahore,Online,Consumer,P005,2,59245.25,0.05,4,4.6,No,Bank Transfer
ORD-0179,2025-05-11,Central,Lahore,Online,Consumer,P001,2,4085.59,0.0,4,4.1,No,Card
ORD-0180,2025-12-02,North,Rawalpindi,Online,Enterprise,P003,4,6058.42,0.15,3,5,No,Bank Transfer
ORD-0181,2025-06-09,South,Hyderabad,Online,Consumer,P006,2,170414.93,0.0,1,5,No,Cash
ORD-0182,2025-05-06,South,Hyderabad,Online,Consumer,P008,1,135571.84,0.0,1,3.2,No,Card
ORD-0183,2025-09-09,West,Quetta,Retail Store,Consumer,P011,3,21446.41,0.1,1,4.5,No,Card
ORD-0184,2025-03-08,South,Hyderabad,Corporate,Enterprise,P004,7,39088.22,0.05,2,4.4,No,Cash
ORD-0185,2025-08-19,North,Rawalpindi,Online,Consumer,P010,2,27183.71,0.0,6,4.2,No,Digital Wallet
ORD-0186,2025-06-17,South,Karachi,Corporate,Consumer,P001,3,4280.66,0.0,2,5,No,Bank Transfer
ORD-0187,2025-03-13,South,Karachi,Corporate,Enterprise,P001,5,4246.94,0.15,1,5,No,Card
ORD-0188,2025-11-27,North,Islamabad,Online,Enterprise,P010,2,26745.45,0.1,4,3.2,No,Card
ORD-0189,2025-04-20,West,Peshawar,Online,Enterprise,P001,6,4237.11,0.05,4,4.8,No,Bank Transfer
ORD-0190,2025-09-27,South,Karachi,Corporate,SME,P003,4,6353.52,0.05,1,3.9,No,Card
ORD-0191,2025-01-30,Central,Faisalabad,Retail Store,SME,P012,2,35947.81,0.0,1,4.5,No,Digital Wallet
ORD-0192,2025-04-23,North,Rawalpindi,Online,Enterprise,P011,3,21619.35,0.1,2,2.9,Yes,Cash
ORD-0193,2025-10-16,West,Peshawar,Retail Store,Consumer,P001,2,4225.62,0.0,0,5,No,Card
ORD-0194,2025-06-15,South,Karachi,Retail Store,Enterprise,P010,7,28095.1,0.15,0,4.3,No,Cash
ORD-0195,2025-06-15,South,Karachi,Retail Store,Consumer,P008,2,133181.51,0.0,1,3.7,No,Card
ORD-0196,2025-06-07,Central,Faisalabad,Online,SME,P012,4,35803.76,0.0,1,4.6,No,Card
ORD-0197,2025-02-09,South,Hyderabad,Online,,P001,7,4186.55,0.05,1,4.3,No,Card
ORD-0198,2025-08-03,West,Peshawar,Retail Store,Consumer,P006,1,171314.37,0.1,1,4.5,No,Cash
ORD-0199,2025-01-18,South,Hyderabad,Online,Consumer,P003,2,6286.3,0.05,2,4.1,No,Bank Transfer
ORD-0200,2025-12-01,South,Hyderabad,Online,Consumer,P002,5,8600.57,0.05,2,4.8,No,Card
ORD-0201,2025-03-20,South,Karachi,Online,Consumer,P009,2,18166.64,0.0,2,4.7,No,Digital Wallet
ORD-0202,2025-09-08,West,Peshawar,Online,Consumer,P002,3,8340.16,0.0,4,4.4,No,Bank Transfer
ORD-0203,2025-02-19,South,Hyderabad,Corporate,Consumer,P009,1,18559.5,0.1,3,3.6,No,Digital Wallet
ORD-0204,2025-09-01,South,Hyderabad,Corporate,SME,P005,2,57167.19,0.1,4,5,No,Digital Wallet
ORD-0205,2025-12-16,North,Islamabad,Corporate,Consumer,P011,1,21355.65,0.0,3,5,No,Cash
ORD-0206,2025-08-03,South,Karachi,Online,SME,P009,1,18971.67,0.05,3,4.6,No,Card
ORD-0207,2025-09-06,North,Rawalpindi,Online,Consumer,P002,2,8446.85,0.1,3,4.1,No,Card
ORD-0208,2025-06-05,South,Hyderabad,Corporate,SME,P012,2,36063.05,0.1,2,3.7,No,Bank Transfer
ORD-0209,2025-07-28,Central,Faisalabad,Corporate,Consumer,P002,4,8314.18,0.1,3,4.1,No,Digital Wallet
ORD-0210,2025-08-22,South,Hyderabad,Retail Store,Consumer,P010,2,27723.43,0.0,0,4.3,No,Digital Wallet
ORD-0211,2025-06-26,South,Hyderabad,Retail Store,SME,P003,4,6074.6,0.05,0,5,No,Cash
ORD-0212,2025-07-29,North,Islamabad,Retail Store,Consumer,P002,2,8373.72,0.1,0,4.0,No,Digital Wallet
ORD-0213,2025-04-22,North,Rawalpindi,Retail Store,Consumer,P012,3,36058.66,0.0,0,3.3,No,Card
ORD-0214,2025-12-02,Central,Faisalabad,Online,Consumer,P002,5,8581.87,0.05,1,2.4,No,Bank Transfer
ORD-0215,2025-12-29,West,Quetta,Online,SME,P009,5,18951.24,0.05,6,2.9,No,Card
ORD-0216,2025-05-13,Central,Lahore,Corporate,Enterprise,P008,3,130853.84,0.1,2,5,No,Card
ORD-0217,2025-08-29,South,Karachi,Retail Store,Consumer,P001,3,4178.1,0.1,0,4.5,No,Bank Transfer
ORD-0218,2025-06-11,Central,Lahore,Corporate,Consumer,P008,1,130522.24,0.0,4,3.8,No,Bank Transfer
ORD-0219,2025-02-15,South,Hyderabad,Retail Store,Consumer,P012,2,35487.62,0.0,0,4.4,No,Digital Wallet
ORD-0220,2025-01-10,Central,Lahore,Online,Enterprise,P003,4,6201.24,0.05,3,4.3,No,Bank Transfer
ORD-0221,2025-08-11,West,Quetta,Online,Enterprise,P003,3,6366.69,0.15,4,4.5,No,Card
ORD-0222,2025-03-28,South,Karachi,Online,SME,P010,1,27654.97,0.0,4,5,Yes,Card
ORD-0223,2025-05-10,North,Islamabad,Online,SME,P001,4,4240.95,0.0,2,4.0,No,Card
ORD-0224,2025-02-28,Central,Faisalabad,Online,Consumer,P003,3,6275.68,0.0,4,,No,Digital Wallet
ORD-0225,2025-12-10,South,Karachi,Corporate,SME,P002,1,8614.02,0.0,2,5,No,Bank Transfer
ORD-0226,2025-01-21,Central,Faisalabad,Corporate,Consumer,P009,1,18889.88,0.1,4,4.3,No,Card
ORD-0227,2025-05-18,Central,Lahore,Online,Consumer,P001,4,4142.5,0.0,4,3.3,No,Cash
ORD-0228,2025-01-31,West,Quetta,Online,Enterprise,P005,6,59126.16,0.05,4,4.7,Yes,Cash
ORD-0229,2025-03-08,North,Rawalpindi,Online,Consumer,P001,3,4077.11,0.1,1,4.1,No,Card
ORD-0230,2025-09-23,North,Islamabad,Online,SME,P005,4,57266.78,0.1,4,3.7,Yes,Digital Wallet
ORD-0231,2025-09-11,Central,Lahore,Retail Store,Consumer,P003,2,6202.58,0.05,0,3.9,No,Digital Wallet
ORD-0232,2025-08-17,South,Hyderabad,Retail Store,Consumer,P004,1,39635.4,0.0,0,4.5,No,Digital Wallet
ORD-0233,2025-10-15,South,Hyderabad,Corporate,Consumer,P001,4,4157.66,0.1,1,3.6,No,Bank Transfer
ORD-0234,2025-01-02,South,Hyderabad,Retail Store,Consumer,P001,4,4109.39,0.05,1,3.8,No,Card
ORD-0235,2025-04-08,Central,Lahore,Retail Store,Consumer,P008,1,134155.39,0.05,1,,No,Bank Transfer
ORD-0236,2025-01-25,North,Rawalpindi,Corporate,Consumer,P005,1,59173.28,0.0,3,4.0,No,Bank Transfer
ORD-0237,2025-08-03,West,Quetta,Online,Enterprise,P012,5,35707.61,0.1,6,3.4,No,Bank Transfer
