order_id,order_date,region,city,channel,customer_segment,product_id,quantity,unit_price,discount_pct,delivery_days,rating,returned,payment_method
ORD-0036,03/05/2025,South,Karachi,Retail Store,Consumer,P009,2,18131.25,0.05,1,4.2,No,Cash
ORD-0037,24/10/2025,South,Hyderabad,Retail Store,Enterprise,P003,7,6042.27,0.1,1,4.3,No,Cash
ORD-0038,17/10/2025,Central,Faisalabad,Retail Store,SME,P001,3,4288.09,0.1,0,5,No,Bank Transfer
ORD-0039,20/03/2025,North,Rawalpindi,Retail Store,Enterprise,P010,5,27393.7,0.1,0,4,No,Card
ORD-0040,19/10/2025,Central,Faisalabad,Online,Consumer,P003,2,6145.99,0,4,4.1,No,Bank Transfer
ORD-0041,04/05/2025,Central,Faisalabad,Retail Store,Consumer,P005,2,58318.09,0,0,5,No,Cash
ORD-0042,31/08/2025,North,Rawalpindi,Online,SME,P003,4,6128.06,0,3,3.7,No,Digital Wallet
ORD-0043,05/09/2025,South,Hyderabad,Corporate,Enterprise,P003,4,6126.44,0.1,2,4.4,No,Card
ORD-0044,09/09/2025,South,Karachi,Retail Store,Consumer,P004,1,40603.23,0,0,4.4,No,Bank Transfer
ORD-0045,16/10/2025,West,Quetta,Corporate,Consumer,P010,1,27954.89,0,5,4.6,No,Bank Transfer
ORD-0046,20/02/2025,West,Quetta,Retail Store,Consumer,P001,2,4213.1,0,0,4,No,Bank Transfer
ORD-0047,28/12/2025,South,Hyderabad,Online,Consumer,P003,5,6056.7,0.05,2,4.6,No,Cash
ORD-0048,28/05/2025,North,Rawalpindi,Retail Store,SME,P012,4,35581.17,0,0,4.2,Yes,Card
ORD-0049,28/10/2025,West,Peshawar,Retail Store,SME,P002,4,8337.56,0.05,1,3.4,No,Digital Wallet
ORD-0050,14/06/2025,Central,Lahore,Online,SME,P003,4,6183.2,0,2,5,No,Bank Transfer
ORD-0051,05/10/2025,North,Islamabad,Online,Consumer,P009,2,18788.59,0,1,3.8,No,Cash
ORD-0052,08/11/2025,Central,Lahore,Online,Consumer,P004,1,40666.65,0.1,5,4.9,No,Cash
ORD-0053,05/09/2025,West,Quetta,Retail Store,Consumer,P002,1,8385.89,0.1,0,3.6,No,Card
ORD-0054,24/10/2025,West,Peshawar,Corporate,Consumer,P005,2,58682.23,0.05,7,3.2,No,Cash
ORD-0055,30/07/2025,South,Hyderabad,Retail Store,SME,P004,2,39488.93,0,1,4.4,No,Card
ORD-0056,21/02/2025,North,Rawalpindi,Online,Consumer,P011,1,21460.64,0.15,2,5,No,Digital Wallet
ORD-0057,14/07/2025,West,Peshawar,Corporate,Consumer,P001,2,4262.19,0.05,6,4.5,No,Bank Transfer
ORD-0058,24/01/2025,South,Karachi,Online,Consumer,P002,2,8331.69,0,3,3.6,No,Digital Wallet
ORD-0059,11/05/2025,North,Islamabad,Corporate,Consumer,P003,1,6178.32,0,2,3.8,No,Card
ORD-0060,16/07/2025,Central,Lahore,Online,SME,P007,3,240886.46,0.1,3,4.3,No,Cash
ORD-0061,12/09/2025,Central,Faisalabad,Corporate,Consumer,P010,1,27725.42,0.05,2,3.3,No,Digital Wallet
ORD-0062,27/11/2025,South,Hyderabad,Online,Consumer,P001,4,4262.37,0.05,1,3.8,No,Digital Wallet
ORD-0063,04/09/2025,West,Peshawar,Retail Store,Consumer,P001,2,4264.05,0,1,4,No,Digital Wallet
ORD-0064,08/01/2025,South,Karachi,Retail Store,SME,P009,4,18857.88,0.15,0,2.5,No,Bank Transfer
ORD-0065,17/06/2025,West,Quetta,Retail Store,SME,P005,3,59023.83,0,0,4.8,No,Card
ORD-0066,21/08/2025,North,Rawalpindi,Retail Store,SME,P011,4,21649.19,0.1,0,4.1,Yes,Bank Transfer
ORD-0067,05/07/2025,South,Hyderabad,Retail Store,Enterprise,P003,6,6084.61,0,0,4.6,No,Digital Wallet
ORD-0068,06/03/2025,Central,Lahore,Online,SME,P002,2,8412.57,0,3,4.3,No,Card
ORD-0069,31/03/2025,South,Karachi,Online,Consumer,P010,2,26701.04,0,2,4.7,No,Card
ORD-0070,31/10/2025,South,Karachi,Corporate,Consumer,P010,2,27430.77,0.15,3,4.9,No,Cash
ORD-0071,07/02/2025,West,Peshawar,Retail Store,Consumer,P003,4,6384,0.05,0,4.5,No,Bank Transfer
ORD-0072,02/12/2025,Central,Lahore,Online,Enterprise,P004,6,39259.99,0.1,3,4.7,No,Cash
ORD-0073,13/02/2025,South,Karachi,Retail Store,Consumer,P001,3,4242.84,0,1,4.9,No,Card
ORD-0074,23/02/2025,North,Islamabad,Online,Consumer,P011,3,21003.2,0,3,4.4,No,Cash
ORD-0075,13/10/2025,South,Hyderabad,Online,Consumer,P010,2,27254.19,0,3,4.8,No,Cash
ORD-0076,29/09/2025,South,Hyderabad,Retail Store,Consumer,P003,2,6342.6,0,1,5,No,Card
ORD-0077,07/11/2025,North,Rawalpindi,Online,Consumer,P003,4,6266.3,0.05,3,4.7,No,Card
ORD-0078,12/03/2025,Central,Faisalabad,Online,Consumer,P009,1,18088.4,0.05,3,5,No,Card
ORD-0079,12/08/2025,South,Karachi,Corporate,SME,P006,4,165878.31,0,3,4.2,No,Bank Transfer
ORD-0080,12/08/2025,Central,Lahore,Online,Consumer,P001,3,4129.84,0.1,5,4.5,No,Card
ORD-0081,27/11/2025,Central,Lahore,Online,Consumer,P002,1,8335.34,0.1,3,3.2,No,Digital Wallet
ORD-0082,16/11/2025,South,Hyderabad,Online,Consumer,P004,2,40202.3,0.05,3,4.6,Yes,Bank Transfer
ORD-0083,16/02/2025,Central,Faisalabad,Retail Store,SME,P010,1,27417.06,0.1,1,4.6,No,Digital Wallet
ORD-0084,25/06/2025,West,Quetta,Retail Store,Consumer,P002,4,8512.27,0.05,0,5,No,Card
ORD-0085,03/11/2025,South,Hyderabad,Online,Consumer,P009,2,18224.72,0.1,1,4,No,Cash
ORD-0086,02/12/2025,Central,Faisalabad,Online,SME,P001,5,4278.92,0.05,3,3.3,No,Cash
ORD-0087,05/07/2025,South,Karachi,Online,SME,P002,2,8284.35,0.1,4,4.9,No,Digital Wallet
ORD-0088,13/11/2025,South,Hyderabad,Online,Consumer,P009,1,18745.51,0,1,2.6,No,Cash
ORD-0089,03/05/2025,South,Hyderabad,Corporate,Consumer,P009,2,18457.46,0,1,4.8,No,Digital Wallet
ORD-0090,09/05/2025,South,Hyderabad,Corporate,SME,P001,3,4095.14,0,1,4.5,No,Card
ORD-0091,28/06/2025,West,Peshawar,Online,Consumer,P002,3,8359.51,0,7,4.4,No,Card
ORD-0092,30/08/2025,Central,Lahore,Retail Store,Consumer,P008,1,128190.51,0,0,3.3,No,Card
ORD-0093,25/01/2025,South,Hyderabad,Online,Enterprise,P005,6,56802.69,0.1,1,4.3,No,Bank Transfer
ORD-0094,07/12/2025,Central,Faisalabad,Online,Consumer,P005,1,58115.49,0.05,4,4.7,Yes,Cash
ORD-0095,18/11/2025,South,Hyderabad,Online,Consumer,P003,5,6378.86,0.1,2,4.9,No,Card
ORD-0096,22/01/2025,South,Hyderabad,Retail Store,Enterprise,P006,4,163329.14,0.1,0,5,No,Cash
ORD-0097,05/03/2025,Central,Faisalabad,Corporate,SME,P011,4,22111.1,0.05,1,4.3,No,Digital Wallet
ORD-0098,05/11/2025,West,Quetta,Retail Store,Consumer,P001,4,4186.37,0.1,0,4.1,No,Card
ORD-0099,30/01/2025,South,Hyderabad,Online,SME,P009,1,18103.49,0.05,2,4.3,No,Cash
ORD-0100,18/10/2025,South,Karachi,Retail Store,Enterprise,P003,2,6210.96,0.05,1,4.1,No,Digital Wallet
ORD-0101,23/09/2025,North,Islamabad,Online,Consumer,P004,2,39959.73,0.15,3,4.6,No,Card
ORD-0102,16/12/2025,West,Peshawar,Retail Store,SME,P006,4,171944.62,0.1,1,3.5,No,Card
ORD-0103,10/09/2025,South,Hyderabad,Retail Store,Enterprise,P001,2,4151.94,0.15,1,3.4,No,Bank Transfer
ORD-0104,06/03/2025,West,Quetta,Online,SME,P003,2,6174.93,0.1,6,4.1,No,Card
ORD-0105,27/06/2025,West,Peshawar,Corporate,Consumer,P008,2,129031.35,0,4,4.1,No,Digital Wallet
ORD-0106,06/11/2025,South,Karachi,Corporate,Consumer,P001,2,4267.27,0,1,4.3,No,Digital Wallet
ORD-0107,17/12/2025,North,Rawalpindi,Online,Consumer,P004,2,39415.73,0.05,4,3.8,No,Card
ORD-0108,21/09/2025,North,Rawalpindi,Online,Consumer,P004,1,38544.44,0,2,4.8,No,Digital Wallet
ORD-0109,23/10/2025,Central,Lahore,Retail Store,Consumer,P005,2,59830.56,0.05,0,5,No,Card
ORD-0110,11/09/2025,Central,Faisalabad,Online,Consumer,P001,3,4257.33,0.1,3,3.8,No,Card
ORD-0111,16/09/2025,North,Rawalpindi,Corporate,SME,P008,2,135762.66,0,4,4.4,No,Cash
ORD-0112,14/09/2025,South,Karachi,Online,Consumer,P005,2,57267.78,0.1,1,5,No,Bank Transfer
ORD-0113,31/10/2025,South,Hyderabad,Retail Store,Consumer,P010,2,27221.55,0,0,5,No,Cash
ORD-0114,14/01/2025,Central,Faisalabad,Corporate,SME,P010,2,27865.31,0.05,4,5,No,Digital Wallet
ORD-0115,17/01/2025,North,Islamabad,Online,Consumer,P004,2,39951.49,0,3,2.8,No,Cash
ORD-0116,17/04/2025,North,Rawalpindi,Retail Store,Consumer,P002,3,8589.69,0.1,1,3.6,No,Card
ORD-0117,26/04/2025,West,Peshawar,Corporate,SME,P009,4,18296.92,0,4,5,No,Card
ORD-0118,22/07/2025,Central,Lahore,Online,Consumer,P009,2,18970.65,0.05,2,4.2,No,Card
ORD-0119,25/02/2025,Central,Lahore,Online,SME,P006,2,163489.11,0,2,4.2,No,Card
ORD-0120,28/07/2025,Central,Faisalabad,Retail Store,Consumer,P012,3,36819.52,0.1,0,4,No,Card
ORD-0121,20/01/2025,West,Quetta,Online,Enterprise,P012,4,37130.63,0.05,5,2.8,No,Card
ORD-0122,21/06/2025,South,Hyderabad,Corporate,Consumer,P005,2,57421.77,0,3,4.9,No,Card
ORD-0123,18/10/2025,Central,Lahore,Online,Enterprise,P011,5,20966.89,0.1,3,4.6,No,Card
ORD-0124,17/05/2025,West,Peshawar,Retail Store,SME,P003,3,6037.11,0,0,4.8,No,Digital Wallet
ORD-0125,24/11/2025,West,Peshawar,Online,Consumer,P012,2,36401.4,0.15,7,3.4,No,Digital Wallet
ORD-0126,15/12/2025,Central,Lahore,Retail Store,Consumer,P003,1,6322.3,0.15,1,2.9,No,Card
ORD-0127,16/04/2025,Central,Faisalabad,Online,Consumer,P010,2,26892.71,0,2,3.9,No,Card
ORD-0128,02/01/2025,Central,Lahore,Online,Consumer,P001,1,4322.51,0.05,3,4.6,No,Cash
ORD-0129,11/07/2025,West,Peshawar,Online,Enterprise,P003,2,6257.11,0.05,6,,No,Cash
ORD-0130,12/01/2025,West,Peshawar,Retail Store,Consumer,P006,1,165454.92,0,0,4.7,No,Card
ORD-0131,09/01/2025,South,Karachi,Online,Consumer,P007,1,244201.64,0,4,3.5,No,Cash
ORD-0132,30/04/2025,Central,Faisalabad,Retail Store,SME,P010,2,27172.91,0,1,4.6,No,Bank Transfer
ORD-0133,30/10/2025,Central,Lahore,Retail Store,Consumer,P005,2,60049.97,0.05,1,4,No,Bank Transfer
ORD-0134,26/04/2025,South,Karachi,Corporate,Enterprise,P006,5,168577.45,0,3,4.3,No,Digital Wallet
ORD-0135,08/04/2025,South,Hyderabad,Retail Store,SME,P011,2,21473.42,0.1,0,4.7,No,Digital Wallet
ORD-0136,02/03/2025,Central,Faisalabad,Corporate,SME,P009,4,18960.79,0.05,3,3.6,No,Card
ORD-0137,12/09/2025,North,Rawalpindi,Retail Store,Consumer,P002,4,8268.31,0.1,1,4.6,No,Bank Transfer
ORD-0138,18/06/2025,South,Karachi,Retail Store,SME,P009,3,18792.33,0.05,1,4.7,No,Bank Transfer
ORD-0139,28/03/2025,South,Hyderabad,Online,Enterprise,P012,2,37242.56,0,2,4.1,Yes,Card
ORD-0140,19/03/2025,South,Hyderabad,Online,SME,P009,4,18676.81,0,1,4.1,Yes,Cash
ORD-0141,15/09/2025,Central,Faisalabad,Corporate,Enterprise,P001,2,4134.72,0.1,3,4.9,No,Card
ORD-0142,05/05/2025,West,Quetta,Online,SME,P001,1,4176.13,0,3,4.4,No,Card
ORD-0143,19/06/2025,North,Islamabad,Corporate,Enterprise,P002,8,8383.26,0.15,3,3.8,No,Cash
ORD-0144,09/01/2025,West,Quetta,Retail Store,SME,P004,1,39024.29,0.05,1,4.6,No,Card
ORD-0145,19/12/2025,Central,Faisalabad,Online,Consumer,P011,5,22104.91,0,2,4.4,No,Bank Transfer
ORD-0146,27/10/2025,Central,Lahore,Corporate,Consumer,P002,1,8381.67,0,2,4.3,No,Bank Transfer
ORD-0147,16/08/2025,South,Hyderabad,Online,,P004,2,38559.8,0,1,3.4,No,Digital Wallet
ORD-0148,13/02/2025,Central,Lahore,Retail Store,Consumer,P004,1,38952.34,0,0,4,No,Bank Transfer
ORD-0149,09/02/2025,North,Islamabad,Retail Store,Consumer,P008,2,128887.22,0,0,3.8,No,Card
ORD-0150,30/11/2025,West,Quetta,Online,SME,P009,5,18293.74,0.15,6,3.7,No,Bank Transfer
ORD-0151,21/07/2025,North,Islamabad,Retail Store,Consumer,P009,1,19002.84,0.05,1,5,No,Cash
ORD-0152,29/07/2025,Central,Lahore,Retail Store,Consumer,P009,2,18820.88,0,1,3.6,No,Digital Wallet
ORD-0153,04/07/2025,Central,Lahore,Online,Consumer,P009,1,18663.17,0,3,5,No,Cash
ORD-0154,06/01/2025,South,Karachi,Retail Store,Consumer,P007,1,247193.18,0,1,4.1,No,Bank Transfer
ORD-0155,23/02/2025,South,Karachi,Online,Enterprise,P002,4,8477.22,0.05,1,4.3,No,Cash
ORD-0156,30/12/2025,South,Hyderabad,Retail Store,SME,P002,2,8526.47,0,0,4.3,No,Cash
ORD-0157,11/11/2025,West,Peshawar,Retail Store,Consumer,P009,1,18253.96,0.05,1,4.9,No,Digital Wallet
ORD-0158,23/08/2025,South,Hyderabad,Retail Store,SME,P007,4,249294.63,0,0,3.4,No,Card
ORD-0159,10/03/2025,South,Karachi,Online,Consumer,P009,2,18409.25,0,1,3.9,No,Cash
ORD-0160,12/10/2025,South,Hyderabad,Online,Consumer,P004,1,40366.29,0.15,3,3.8,No,Bank Transfer
ORD-0161,09/09/2025,North,Rawalpindi,Retail Store,Consumer,P001,3,4082.24,0,0,4.3,No,Bank Transfer
ORD-0162,09/10/2025,North,Islamabad,Online,Consumer,P012,4,36601.51,0.15,5,4.8,No,Card
ORD-0163,28/06/2025,Central,Lahore,Online,Enterprise,P010,3,27021.3,0.1,2,3.1,No,Bank Transfer
ORD-0164,16/04/2025,Central,Faisalabad,Retail Store,SME,P002,3,8537.1,0.15,1,5,No,Digital Wallet
ORD-0165,22/05/2025,Central,Lahore,Retail Store,Consumer,P002,2,8633.35,0.05,0,4.2,No,Bank Transfer
ORD-0166,08/02/2025,Central,Lahore,Online,SME,P009,3,18449.71,0.05,1,3.6,No,Card
ORD-0167,24/12/2025,South,Karachi,Corporate,Consumer,P012,5,35993.1,0.1,1,3.9,No,Card
ORD-0168,20/02/2025,Central,Faisalabad,Online,Enterprise,P002,5,8750.84,0.05,6,3.9,No,Card
ORD-0169,17/02/2025,Central,Faisalabad,Online,,P008,1,131179.03,0,3,3.8,No,Cash
ORD-0170,09/03/2025,Central,Faisalabad,Online,SME,P010,4,27820.15,0.05,3,4.5,No,Card
ORD-0171,15/07/2025,Central,Lahore,Retail Store,SME,P001,2,4184.91,0.05,1,4.2,No,Bank Transfer
ORD-0172,13/03/2025,Central,Faisalabad,Online,Consumer,P010,1,27132,0,1,3.4,No,Cash
ORD-0173,04/12/2025,Central,Lahore,Retail Store,Consumer,P009,2,18662.25,0.1,0,4,No,Card
ORD-0174,28/09/2025,West,Quetta,Corporate,Enterprise,P001,6,4166.08,0.1,5,2.5,No,Card
ORD-0175,21/01/2025,West,Peshawar,Retail Store,SME,P005,4,58231.75,0,1,3.4,No,Card
ORD-0176,21/03/2025,North,Rawalpindi,Retail Store,SME,P008,1,130496.54,0.05,0,4,No,Card
ORD-0177,08/11/2025,South,Karachi,Online,SME,P009,2,18496.02,0,2,3.8,No,Cash
ORD-0178,02/03/2025,Central,Lahore,Online,Consumer,P005,2,59245.25,0.05,4,4.6,No,Bank Transfer
ORD-0179,11/05/2025,Central,Lahore,Online,Consumer,P001,2,4085.59,0,4,4.1,No,Card
ORD-0180,02/12/2025,North,Rawalpindi,Online,Enterprise,P003,4,6058.42,0.15,3,5,No,Bank Transfer
ORD-0181,09/06/2025,South,Hyderabad,Online,Consumer,P006,2,170414.93,0,1,5,No,Cash
ORD-0182,06/05/2025,South,Hyderabad,Online,Consumer,P008,1,135571.84,0,1,3.2,No,Card
ORD-0183,09/09/2025,West,Quetta,Retail Store,Consumer,P011,3,21446.41,0.1,1,4.5,No,Card
ORD-0184,08/03/2025,South,Hyderabad,Corporate,Enterprise,P004,7,39088.22,0.05,2,4.4,No,Cash
ORD-0185,19/08/2025,North,Rawalpindi,Online,Consumer,P010,2,27183.71,0,6,4.2,No,Digital Wallet
ORD-0186,17/06/2025,South,Karachi,Corporate,Consumer,P001,3,4280.66,0,2,5,No,Bank Transfer
ORD-0187,13/03/2025,South,Karachi,Corporate,Enterprise,P001,5,4246.94,0.15,1,5,No,Card
ORD-0188,27/11/2025,North,Islamabad,Online,Enterprise,P010,2,26745.45,0.1,4,3.2,No,Card
ORD-0189,20/04/2025,West,Peshawar,Online,Enterprise,P001,6,4237.11,0.05,4,4.8,No,Bank Transfer
ORD-0190,27/09/2025,South,Karachi,Corporate,SME,P003,4,6353.52,0.05,1,3.9,No,Card
ORD-0191,30/01/2025,Central,Faisalabad,Retail Store,SME,P012,2,35947.81,0,1,4.5,No,Digital Wallet
ORD-0192,23/04/2025,North,Rawalpindi,Online,Enterprise,P011,3,21619.35,0.1,2,2.9,Yes,Cash
ORD-0193,16/10/2025,West,Peshawar,Retail Store,Consumer,P001,2,4225.62,0,0,5,No,Card
ORD-0194,15/06/2025,South,Karachi,Retail Store,Enterprise,P010,7,28095.1,0.15,0,4.3,No,Cash
ORD-0195,15/06/2025,South,Karachi,Retail Store,Consumer,P008,2,133181.51,0,1,3.7,No,Card
ORD-0196,07/06/2025,Central,Faisalabad,Online,SME,P012,4,35803.76,0,1,4.6,No,Card
ORD-0197,09/02/2025,South,Hyderabad,Online,,P001,7,4186.55,0.05,1,4.3,No,Card
ORD-0198,03/08/2025,West,Peshawar,Retail Store,Consumer,P006,1,171314.37,0.1,1,4.5,No,Cash
ORD-0199,18/01/2025,South,Hyderabad,Online,Consumer,P003,2,6286.3,0.05,2,4.1,No,Bank Transfer
ORD-0200,01/12/2025,South,Hyderabad,Online,Consumer,P002,5,8600.57,0.05,2,4.8,No,Card
ORD-0201,20/03/2025,South,Karachi,Online,Consumer,P009,2,18166.64,0,2,4.7,No,Digital Wallet
ORD-0202,08/09/2025,West,Peshawar,Online,Consumer,P002,3,8340.16,0,4,4.4,No,Bank Transfer
ORD-0203,19/02/2025,South,Hyderabad,Corporate,Consumer,P009,1,18559.5,0.1,3,3.6,No,Digital Wallet
ORD-0204,01/09/2025,South,Hyderabad,Corporate,SME,P005,2,57167.19,0.1,4,5,No,Digital Wallet
ORD-0205,16/12/2025,North,Islamabad,Corporate,Consumer,P011,1,21355.65,0,3,5,No,Cash
ORD-0206,03/08/2025,South,Karachi,Online,SME,P009,1,18971.67,0.05,3,4.6,No,Card
ORD-0207,06/09/2025,North,Rawalpindi,Online,Consumer,P002,2,8446.85,0.1,3,4.1,No,Card
ORD-0208,05/06/2025,South,Hyderabad,Corporate,SME,P012,2,36063.05,0.1,2,3.7,No,Bank Transfer
ORD-0209,28/07/2025,Central,Faisalabad,Corporate,Consumer,P002,4,8314.18,0.1,3,4.1,No,Digital Wallet
ORD-0210,22/08/2025,South,Hyderabad,Retail Store,Consumer,P010,2,27723.43,0,0,4.3,No,Digital Wallet
ORD-0211,26/06/2025,South,Hyderabad,Retail Store,SME,P003,4,6074.6,0.05,0,5,No,Cash
ORD-0212,29/07/2025,North,Islamabad,Retail Store,Consumer,P002,2,8373.72,0.1,0,4,No,Digital Wallet
ORD-0213,22/04/2025,North,Rawalpindi,Retail Store,Consumer,P012,3,36058.66,0,0,3.3,No,Card
ORD-0214,02/12/2025,Central,Faisalabad,Online,Consumer,P002,5,8581.87,0.05,1,2.4,No,Bank Transfer
ORD-0215,29/12/2025,West,Quetta,Online,SME,P009,5,18951.24,0.05,6,2.9,No,Card
ORD-0216,13/05/2025,Central,Lahore,Corporate,Enterprise,P008,3,130853.84,0.1,2,5,No,Card
ORD-0217,29/08/2025,South,Karachi,Retail Store,Consumer,P001,3,4178.1,0.1,0,4.5,No,Bank Transfer
ORD-0218,11/06/2025,Central,Lahore,Corporate,Consumer,P008,1,130522.24,0,4,3.8,No,Bank Transfer
ORD-0219,15/02/2025,South,Hyderabad,Retail Store,Consumer,P012,2,35487.62,0,0,4.4,No,Digital Wallet
ORD-0220,10/01/2025,Central,Lahore,Online,Enterprise,P003,4,6201.24,0.05,3,4.3,No,Bank Transfer
ORD-0221,11/08/2025,West,Quetta,Online,Enterprise,P003,3,6366.69,0.15,4,4.5,No,Card
ORD-0222,28/03/2025,South,Karachi,Online,SME,P010,1,27654.97,0,4,5,Yes,Card
ORD-0223,10/05/2025,North,Islamabad,Online,SME,P001,4,4240.95,0,2,4,No,Card
ORD-0224,28/02/2025,Central,Faisalabad,Online,Consumer,P003,3,6275.68,0,4,,No,Digital Wallet
ORD-0225,10/12/2025,South,Karachi,Corporate,SME,P002,1,8614.02,0,2,5,No,Bank Transfer
ORD-0226,21/01/2025,Central,Faisalabad,Corporate,Consumer,P009,1,18889.88,0.1,4,4.3,No,Card
ORD-0227,18/05/2025,Central,Lahore,Online,Consumer,P001,4,4142.5,0,4,3.3,No,Cash
ORD-0228,31/01/2025,West,Quetta,Online,Enterprise,P005,6,59126.16,0.05,4,4.7,Yes,Cash
ORD-0229,08/03/2025,North,Rawalpindi,Online,Consumer,P001,3,4077.11,0.1,1,4.1,No,Card
ORD-0230,23/09/2025,North,Islamabad,Online,SME,P005,4,57266.78,0.1,4,3.7,Yes,Digital Wallet
ORD-0231,11/09/2025,Central,Lahore,Retail Store,Consumer,P003,2,6202.58,0.05,0,3.9,No,Digital Wallet
ORD-0232,17/08/2025,South,Hyderabad,Retail Store,Consumer,P004,1,39635.4,0,0,4.5,No,Digital Wallet
ORD-0233,15/10/2025,South,Hyderabad,Corporate,Consumer,P001,4,4157.66,0.1,1,3.6,No,Bank Transfer
ORD-0234,02/01/2025,South,Hyderabad,Retail Store,Consumer,P001,4,4109.39,0.05,1,3.8,No,Card
ORD-0235,08/04/2025,Central,Lahore,Retail Store,Consumer,P008,1,134155.39,0.05,1,,No,Bank Transfer
ORD-0236,25/01/2025,North,Rawalpindi,Corporate,Consumer,P005,1,59173.28,0,3,4,No,Bank Transfer
ORD-0237,03/08/2025,West,Quetta,Online,Enterprise,P012,5,35707.61,0.1,6,3.4,No,Bank Transfer
ORD-0238,11/10/2025,Central,Lahore,Online,SME,P009,2,19034.28,0.05,4,4.1,No,Card
ORD-0239,03/09/2025,Central,Faisalabad,Retail Store,Enterprise,P006,5,171107.71,0.1,0,4.1,No,Card
ORD-0240,16/12/2025,South,Karachi,Retail Store,Consumer,P009,1,18343.14,0.05,1,4.4,No,Digital Wallet
